,Artist,Birth,Death,Acquisition
7827,Georges Rouault,1871,1958,1949
7828,Georges Rouault,1871,1958,1949
7829,Georges Rouault,1871,1958,1949
7830,Georges Rouault,1871,1958,1949
7831,Georges Rouault,1871,1958,1949
7832,Georges Rouault,1871,1958,1949
7833,Georges Rouault,1871,1958,1949
7834,Georges Rouault,1871,1958,1949
7835,Georges Rouault,1871,1958,1949
7836,Georges Rouault,1871,1958,1949
7837,Georges Rouault,1871,1958,1949
7838,Georges Rouault,1871,1958,1949
7839,Georges Rouault,1871,1958,1949
7840,Georges Rouault,1871,1958,1949
7841,Enrico Baj,1924,2003,1968
7842,Enrico Baj,1924,2003,1968
7843,Enrico Baj,1924,2003,1968
7844,Enrico Baj,1924,2003,1968
7845,Enrico Baj,1924,2003,1968
7846,Enrico Baj,1924,2003,1968
7847,Enrico Baj,1924,2003,1968
7848,Enrico Baj,1924,2003,1968
7849,Enrico Baj,1924,2003,1968
7850,Enrico Baj,1924,2003,1968
7852,Reuben Nakian,1897,1986,1968
7853,Roy Lichtenstein,1923,1997,1968
7854,Jane Wilson,1924,2015,1968
7855,Jane Wilson,1924,2015,1968
7856,Joan Mitchell,1925,1992,1968
7857,Elaine de Kooning,1920,1989,1968
7858,John Button,1930,1982,1968
7859,Niki de Saint Phalle,1930,2002,1968
7860,Niki de Saint Phalle,1930,2002,1968
7861,Barnett Newman,1905,1970,1968
7865,Robert Rauschenberg,1925,2008,1968
7866,Robert Rauschenberg,1925,2008,1968
7867,Willem de Kooning,1904,1997,1968
7868,Willem de Kooning,1904,1997,1968
7869,Willem de Kooning,1904,1997,1968
7870,Philip Guston,1913,1980,1968
7871,Philip Guston,1913,1980,1968
7872,Philip Guston,1913,1980,1968
7873,Philip Guston,1913,1980,1968
7875,Philip Guston,1913,1980,1968
7876,Philip Guston,1913,1980,1968
7878,Grace Hartigan,1922,2008,1968
7879,Michael Goldberg,1924,2007,1968
7880,Michael Goldberg,1924,2007,1968
7881,Matsumi Kanemitsu,1922,1992,1968
7882,Helen Frankenthaler,1928,2011,1968
7883,Norman Bluhm,1920,1999,1968
7884,Allan D'Arcangelo,1930,1998,1968
7885,Robert Motherwell,1915,1991,1968
7886,Giorgio Cavallon,1904,1989,1968
7887,Nell Blaine,1922,1996,1968
7888,Jane Freilicher,1924,2014,1968
7889,Lee Krasner,1908,1984,1968
7890,Larry Rivers,1923,2002,1968
7891,Larry Rivers,1923,2002,1968
7892,Larry Rivers,1923,2002,1968
7893,Marisol (Marisol Escobar),1930,2016,1968
7894,Joe Brainard,1942,1994,1968
7895,Al Held,1928,2005,1968
7896,Al Held,1928,2005,1968
7897,Roy Lichtenstein,1923,1997,1968
7900,Giò Pomodoro,1930,2002,1968
7901,Roberto Crippa,1921,1972,1968
7902,Gastone Novelli,1925,1968,1968
7904,Francesco Somaini,1926,2005,1968
7906,Lucio Fontana,1899,1968,1968
7908,Enrico Baj,1924,2003,1968
7910,Robert Creeley,1926,2005,1968
7915,Allen Ginsberg,1926,1997,1968
7917,Tom Wesselmann,1931,2004,1968
7918,Marisol (Marisol Escobar),1930,2016,1968
7923,Andy Warhol,1928,1987,1968
7926,Otto Piene,1928,2014,1968
7928,Jean Dubuffet,1901,1985,1968
7929,Jean Dubuffet,1901,1985,1968
7930,Jean Dubuffet,1901,1985,1968
7931,Jean Dubuffet,1901,1985,1968
7932,Jean Dubuffet,1901,1985,1968
7934,Jean Dubuffet,1901,1985,1968
7935,Jean Dubuffet,1901,1985,1968
7936,Jean Dubuffet,1901,1985,1968
7937,Jean Dubuffet,1901,1985,1968
7938,Jean Dubuffet,1901,1985,1968
7939,Jean Dubuffet,1901,1985,1968
7940,Jean Dubuffet,1901,1985,1968
7941,Jean Dubuffet,1901,1985,1968
7942,Jean Dubuffet,1901,1985,1968
7943,Jean Dubuffet,1901,1985,1968
7944,Jean Dubuffet,1901,1985,1968
7945,Jean Dubuffet,1901,1985,1968
7946,Jean Dubuffet,1901,1985,1968
7947,Jean Dubuffet,1901,1985,1968
7948,Jean Dubuffet,1901,1985,1968
7949,Jean Dubuffet,1901,1985,1968
7950,Jean Dubuffet,1901,1985,1968
7951,Jean Dubuffet,1901,1985,1968
7952,Jean Dubuffet,1901,1985,1968
7953,Jean Dubuffet,1901,1985,1968
7954,Jean Dubuffet,1901,1985,1968
7955,Jean Dubuffet,1901,1985,1968
7958,André Masson,1896,1987,1968
7959,André Masson,1896,1987,1968
7960,André Masson,1896,1987,1968
7961,André Masson,1896,1987,1968
7962,André Masson,1896,1987,1968
7963,André Masson,1896,1987,1968
7964,Alice Rahon,1904,1987,1968
7965,Victor Vasarely,1908,1997,1968
7966,Victor Vasarely,1908,1997,1968
7967,Victor Vasarely,1908,1997,1968
7968,Victor Vasarely,1908,1997,1968
7969,Victor Vasarely,1908,1997,1968
7970,Victor Vasarely,1908,1997,1968
7971,Victor Vasarely,1908,1997,1968
7972,Victor Vasarely,1908,1997,1968
7973,Victor Vasarely,1908,1997,1968
7974,Sigmar Polke,1941,2010,1998
7976,Gerhard Marcks,1889,1981,1956
7979,André Masson,1896,1987,1956
7980,André Masson,1896,1987,1956
7981,André Masson,1896,1987,1956
7983,André Masson,1896,1987,1956
7984,André Masson,1896,1987,1956
7985,André Masson,1896,1987,1956
7986,André Masson,1896,1987,1956
7987,André Masson,1896,1987,1956
7988,André Masson,1896,1987,1956
7989,André Masson,1896,1987,1956
7990,André Masson,1896,1987,1956
7991,André Masson,1896,1987,1956
7992,André Masson,1896,1987,1956
7993,André Masson,1896,1987,1956
7994,André Masson,1896,1987,1956
7995,André Masson,1896,1987,1956
7998,André Masson,1896,1987,1956
7999,André Masson,1896,1987,1956
8000,André Masson,1896,1987,1956
8001,André Masson,1896,1987,1956
8002,André Masson,1896,1987,1956
8003,André Masson,1896,1987,1956
8004,André Masson,1896,1987,1956
8005,André Masson,1896,1987,1956
8006,André Masson,1896,1987,1956
8007,André Masson,1896,1987,1956
8008,André Masson,1896,1987,1956
8009,André Masson,1896,1987,1956
8010,André Masson,1896,1987,1956
8011,André Masson,1896,1987,1956
8012,André Masson,1896,1987,1956
8013,André Masson,1896,1987,1956
8014,André Masson,1896,1987,1956
8015,André Masson,1896,1987,1956
8016,André Masson,1896,1987,1956
8017,André Masson,1896,1987,1956
8018,André Masson,1896,1987,1956
8019,André Masson,1896,1987,1956
8030,Gottfried Honegger,1917,2016,1952
8031,Gottfried Honegger,1917,2016,1952
8032,Gottfried Honegger,1917,2016,1952
8033,Gottfried Honegger,1917,2016,1952
8034,Gottfried Honegger,1917,2016,1952
8035,Gottfried Honegger,1917,2016,1952
8036,Gottfried Honegger,1917,2016,1952
8037,Gottfried Honegger,1917,2016,1952
8038,Gottfried Honegger,1917,2016,1952
8039,Gottfried Honegger,1917,2016,1952
8040,Gottfried Honegger,1917,2016,1952
8043,Sol LeWitt,1928,2007,1969
8047,Douglas Huebler,1924,1997,1969
8050,Grace Hartigan,1922,2008,1964
8051,Grace Hartigan,1922,2008,1964
8052,Grace Hartigan,1922,2008,1964
8053,Grace Hartigan,1922,2008,1964
8054,Grace Hartigan,1922,2008,1964
8055,Grace Hartigan,1922,2008,1964
8057,Jean (Hans) Arp,1886,1966,1960
8058,Jean (Hans) Arp,1886,1966,1960
8059,Jean (Hans) Arp,1886,1966,1960
8060,Jean (Hans) Arp,1886,1966,1960
8061,Jean (Hans) Arp,1886,1966,1960
8062,Jean (Hans) Arp,1886,1966,1960
8063,Jean (Hans) Arp,1886,1966,1960
8064,Jean (Hans) Arp,1886,1966,1960
8065,Jean (Hans) Arp,1886,1966,1960
8066,Jean (Hans) Arp,1886,1966,1960
8067,Jean (Hans) Arp,1886,1966,1960
8068,Jean (Hans) Arp,1886,1966,1960
8069,Jean (Hans) Arp,1886,1966,1960
8070,Roy Lichtenstein,1923,1997,1993
8071,Roy Lichtenstein,1923,1997,1993
8072,Roy Lichtenstein,1923,1997,1993
8073,Roy Lichtenstein,1923,1997,1993
8074,Roy Lichtenstein,1923,1997,1993
8075,Roy Lichtenstein,1923,1997,1993
8076,Roy Lichtenstein,1923,1997,1993
8077,Roy Lichtenstein,1923,1997,1993
8078,Roy Lichtenstein,1923,1997,1993
8079,Roy Lichtenstein,1923,1997,1993
8080,Roy Lichtenstein,1923,1997,1993
8088,Lorenzo Homar,1913,2004,1964
8097,Jacques Lipchitz,1891,1973,1963
8098,Ezio Martinelli,1913,1981,1963
8099,Ben Nicholson,1894,1982,1963
8100,Irene Rice Pereira,1907,1971,1963
8101,Helen Phillips,1913,1995,1963
8102,André Racz,1916,1994,1963
8103,Kurt Roesch,1905,1984,1963
8105,Louis Schanker,1903,1981,1963
8106,Karl Schrag,1912,1995,1963
8107,Fred Becker,1913,2004,1963
8108,Esteban Vicente,1903,2001,1963
8109,Adja Yunkers,1900,1983,1963
8110,Ben-Zion,1897,1987,1963
8111,Letterio Calapai,1902,1993,1963
8112,Peter Grippe,1912,2002,1963
8114,Stanley William Hayter,1901,1988,1963
8119,Thomas Cornell,1937,2012,1960
8120,Thomas Cornell,1937,2012,1960
8121,Thomas Cornell,1937,2012,1960
8122,Thomas Cornell,1937,2012,1960
8123,Thomas Cornell,1937,2012,1960
8124,Thomas Cornell,1937,2012,1960
8125,Thomas Cornell,1937,2012,1960
8126,Thomas Cornell,1937,2012,1960
8127,Thomas Cornell,1937,2012,1960
8128,Thomas Cornell,1937,2012,1960
8129,Thomas Cornell,1937,2012,1960
8130,Thomas Cornell,1937,2012,1960
8131,Thomas Cornell,1937,2012,1960
8132,Thomas Cornell,1937,2012,1960
8133,Eduardo Chillida,1924,2002,1991
8134,Eduardo Chillida,1924,2002,1991
8135,Eduardo Chillida,1924,2002,1991
8136,Eduardo Chillida,1924,2002,1991
8137,Eduardo Chillida,1924,2002,1991
8138,Eduardo Chillida,1924,2002,1991
8139,Eduardo Chillida,1924,2002,1991
8140,Eduardo Chillida,1924,2002,1991
8141,Eduardo Chillida,1924,2002,1991
8142,Eduardo Chillida,1924,2002,1991
8144,Sonia Delaunay-Terk,1885,1979,1977
8145,Thomas Cornell,1937,2012,1960
8149,Roger Vieillard,1907,1989,1956
8150,Roger Vieillard,1907,1989,1956
8151,Roger Vieillard,1907,1989,1956
8152,Roger Vieillard,1907,1989,1956
8153,Roger Vieillard,1907,1989,1956
8154,Roger Vieillard,1907,1989,1956
8155,Roger Vieillard,1907,1989,1956
8156,Roger Vieillard,1907,1989,1956
8157,Roger Vieillard,1907,1989,1956
8158,Roger Vieillard,1907,1989,1956
8159,Roger Vieillard,1907,1989,1956
8160,Roger Vieillard,1907,1989,1956
8161,Roger Vieillard,1907,1989,1956
8162,Roger Vieillard,1907,1989,1956
8163,Roger Vieillard,1907,1989,1956
8164,Roger Vieillard,1907,1989,1956
8165,Roger Vieillard,1907,1989,1956
8166,Roger Vieillard,1907,1989,1956
8176,Roy Lichtenstein,1923,1997,1991
8179,Maurice de Vlaminck,1876,1958,1956
8181,Fernand Léger,1881,1955,1949
8189,Joan Mitchell,1925,1992,1964
8190,Joan Mitchell,1925,1992,1964
8191,Joan Mitchell,1925,1992,1964
8192,Joan Mitchell,1925,1992,1964
8193,Joan Mitchell,1925,1992,1964
8194,Joan Mitchell,1925,1992,1964
8196,Karl Schmidt-Rottluff,1884,1976,1956
8199,Yves Tanguy,1900,1955,1947
8200,Yves Tanguy,1900,1955,1947
8201,Yves Tanguy,1900,1955,1947
8202,Yves Tanguy,1900,1955,1947
8203,Antonio Frasconi,1919,2013,1960
8204,Antonio Frasconi,1919,2013,1960
8205,Antonio Frasconi,1919,2013,1960
8206,Antonio Frasconi,1919,2013,1960
8207,Antonio Frasconi,1919,2013,1960
8208,Antonio Frasconi,1919,2013,1960
8209,Antonio Frasconi,1919,2013,1960
8210,Antonio Frasconi,1919,2013,1960
8211,Antonio Frasconi,1919,2013,1960
8212,Antonio Frasconi,1919,2013,1960
8213,Antonio Frasconi,1919,2013,1960
8214,Antonio Frasconi,1919,2013,1960
8215,Antonio Frasconi,1919,2013,1960
8216,Leonard Baskin,1922,2000,1965
8217,Leonard Baskin,1922,2000,1965
8218,Leonard Baskin,1922,2000,1965
8219,Leonard Baskin,1922,2000,1965
8220,Leonard Baskin,1922,2000,1965
8221,Leonard Baskin,1922,2000,1965
8222,Leonard Baskin,1922,2000,1965
8223,Leonard Baskin,1922,2000,1965
8224,Leonard Baskin,1922,2000,1965
8225,Leonard Baskin,1922,2000,1965
8226,Leonard Baskin,1922,2000,1965
8227,Leonard Baskin,1922,2000,1965
8228,Leonard Baskin,1922,2000,1965
8230,Emil Nolde,1867,1956,1956
8231,Emil Nolde,1867,1956,1956
8232,Emil Nolde,1867,1956,1956
8233,Louise Nevelson,1899,1988,1969
8234,Louise Nevelson,1899,1988,1969
8235,Louise Nevelson,1899,1988,1969
8236,Louise Nevelson,1899,1988,1969
8237,Louise Nevelson,1899,1988,1969
8238,Louise Nevelson,1899,1988,1969
8239,Louise Nevelson,1899,1988,1969
8240,Louise Nevelson,1899,1988,1969
8241,Louise Nevelson,1899,1988,1969
8242,Louise Nevelson,1899,1988,1969
8243,Louise Nevelson,1899,1988,1969
8244,Louise Nevelson,1899,1988,1969
8245,Louise Nevelson,1899,1988,1969
8246,André Fougeron,1913,1998,1946
8247,André Fougeron,1913,1998,1946
8248,André Fougeron,1913,1998,1946
8249,André Fougeron,1913,1998,1946
8250,André Fougeron,1913,1998,1946
8251,André Fougeron,1913,1998,1946
8252,André Fougeron,1913,1998,1946
8253,André Fougeron,1913,1998,1946
8254,Georges Rouault,1871,1958,1952
8255,Georges Rouault,1871,1958,1955
8256,Emil Nolde,1867,1956,1956
8264,Masuo Ikeda,1934,1997,1995
8268,Jean Dewasne,1921,1999,1963
8269,Jean Dewasne,1921,1999,1963
8270,Jean Dewasne,1921,1999,1963
8271,Jean Dewasne,1921,1999,1963
8272,Jean Dewasne,1921,1999,1963
8273,Jean Dewasne,1921,1999,1963
8274,Jean Dewasne,1921,1999,1963
8275,Jean Dewasne,1921,1999,1963
8276,Jean Dewasne,1921,1999,1963
8277,Jean Dewasne,1921,1999,1963
8278,Jean Dewasne,1921,1999,1963
8279,Jean Dewasne,1921,1999,1963
8280,Jean Dewasne,1921,1999,1963
8281,Jean Dewasne,1921,1999,1963
8282,Jean Dewasne,1921,1999,1963
8283,Jean Dewasne,1921,1999,1963
8284,Jean Dewasne,1921,1999,1963
8286,Édouard Pignon,1905,1993,1946
8287,Édouard Pignon,1905,1993,1946
8288,Édouard Pignon,1905,1993,1946
8289,Édouard Pignon,1905,1993,1946
8290,Édouard Pignon,1905,1993,1946
8291,Édouard Pignon,1905,1993,1946
8292,Édouard Pignon,1905,1993,1946
8294,Gaston Louis Roux,1904,1988,1956
8295,Gaston Louis Roux,1904,1988,1956
8296,Gaston Louis Roux,1904,1988,1956
8297,Gaston Louis Roux,1904,1988,1956
8298,Gaston Louis Roux,1904,1988,1956
8299,Gaston Louis Roux,1904,1988,1956
8300,Michael Goldberg,1924,2007,1964
8301,Michael Goldberg,1924,2007,1964
8302,Michael Goldberg,1924,2007,1964
8303,Michael Goldberg,1924,2007,1964
8304,Michael Goldberg,1924,2007,1964
8305,Michael Goldberg,1924,2007,1964
8316,Henri Michaux,1899,1984,1949
8317,Henri Michaux,1899,1984,1949
8318,Henri Michaux,1899,1984,1949
8319,Henri Michaux,1899,1984,1949
8320,Henri Michaux,1899,1984,1949
8321,Henri Michaux,1899,1984,1949
8322,Henri Michaux,1899,1984,1949
8323,Henri Michaux,1899,1984,1949
8324,Henri Michaux,1899,1984,1949
8325,Henri Michaux,1899,1984,1949
8326,Henri Michaux,1899,1984,1949
8327,Henri Michaux,1899,1984,1949
8328,Henri Michaux,1899,1984,1949
8329,Henri Michaux,1899,1984,1949
8331,Max Pechstein,1881,1955,1945
8332,Max Pechstein,1881,1955,1945
8333,Max Pechstein,1881,1955,1945
8334,Max Pechstein,1881,1955,1945
8335,Max Pechstein,1881,1955,1945
8336,Max Pechstein,1881,1955,1945
8337,Max Pechstein,1881,1955,1945
8338,Max Pechstein,1881,1955,1945
8339,Max Pechstein,1881,1955,1945
8340,Max Pechstein,1881,1955,1945
8341,Max Pechstein,1881,1955,1945
8342,Max Pechstein,1881,1955,1945
8343,Max Pechstein,1881,1955,1945
8344,Max Pechstein,1881,1955,1945
8345,Max Pechstein,1881,1955,1945
8346,Max Pechstein,1881,1955,1945
8347,Max Pechstein,1881,1955,1945
8348,Max Pechstein,1881,1955,1945
8349,Max Pechstein,1881,1955,1945
8350,Max Pechstein,1881,1955,1945
8351,Max Pechstein,1881,1955,1945
8352,Max Pechstein,1881,1955,1945
8371,Nell Blaine,1922,1996,1989
8372,Nell Blaine,1922,1996,1989
8373,Nell Blaine,1922,1996,1989
8374,Nell Blaine,1922,1996,1989
8375,Nell Blaine,1922,1996,1989
8376,Nell Blaine,1922,1996,1989
8377,Nell Blaine,1922,1996,1989
8378,Nell Blaine,1922,1996,1989
8379,Nell Blaine,1922,1996,1989
8380,Nell Blaine,1922,1996,1989
8381,Nell Blaine,1922,1996,1989
8383,Un'ichi Hiratsuka,1895,1997,1965
8384,Haku Maki,1924,2000,1965
8386,Yoshitoshi Mori,1897,1992,1965
8387,Sadao Watanabe,1913,1996,1965
8388,Tomio Kinoshita,1923,2014,1965
8389,Tamami Shima,1937,1999,1965
8390,Umetaro Azechi,1902,1999,1965
8392,Masaji Yoshida,1917,1971,1965
8393,Dana Atchley,1941,2000,1970
8394,Dana Atchley,1941,2000,1970
8395,Dana Atchley,1941,2000,1970
8396,Dana Atchley,1941,2000,1970
8397,Dana Atchley,1941,2000,1970
8398,Dana Atchley,1941,2000,1970
8399,Dana Atchley,1941,2000,1970
8506,Roberto Matta,1911,2002,1982
8507,Roberto Matta,1911,2002,1982
8508,Roberto Matta,1911,2002,1982
8509,Roberto Matta,1911,2002,1982
8510,Roberto Matta,1911,2002,1982
8511,Roberto Matta,1911,2002,1982
8512,Roberto Matta,1911,2002,1982
8513,Roberto Matta,1911,2002,1982
8532,Rafael Alberti,1902,1999,1991
8533,Rafael Alberti,1902,1999,1991
8534,Rafael Alberti,1902,1999,1991
8535,Rafael Alberti,1902,1999,1991
8536,Rafael Alberti,1902,1999,1991
8537,Rafael Alberti,1902,1999,1991
8538,Rafael Alberti,1902,1999,1991
8539,Rafael Alberti,1902,1999,1991
8540,Rafael Alberti,1902,1999,1991
8541,Rafael Alberti,1902,1999,1991
8542,Rafael Alberti,1902,1999,1991
8543,Rafael Alberti,1902,1999,1991
8544,Antonio Saura,1930,1998,1970
8545,Antonio Saura,1930,1998,1970
8546,Antonio Saura,1930,1998,1970
8547,Antonio Saura,1930,1998,1970
8548,Antonio Saura,1930,1998,1970
8549,Antonio Saura,1930,1998,1970
8550,Antonio Saura,1930,1998,1970
8551,Antonio Saura,1930,1998,1970
8552,Antonio Saura,1930,1998,1970
8553,Antonio Saura,1930,1998,1970
8554,Antonio Saura,1930,1998,1970
8555,Antonio Saura,1930,1998,1970
8571,Joan Mitchell,1925,1992,1989
8572,Joan Mitchell,1925,1992,1989
8573,Joan Mitchell,1925,1992,1989
8574,Joan Mitchell,1925,1992,1989
8575,Joan Mitchell,1925,1992,1989
8576,Joan Mitchell,1925,1992,1989
8577,Joan Mitchell,1925,1992,1989
8578,Joan Mitchell,1925,1992,1989
8579,Joan Mitchell,1925,1992,1989
8580,Joan Mitchell,1925,1992,1989
8581,Joan Mitchell,1925,1992,1989
8582,Joan Mitchell,1925,1992,1989
8583,Joan Mitchell,1925,1992,1989
8584,Joan Mitchell,1925,1992,1989
8585,Joan Mitchell,1925,1992,1989
8586,Joan Mitchell,1925,1992,1989
8587,Joan Mitchell,1925,1992,1989
8588,Shusaku Arakawa,1936,2010,1991
8589,Shusaku Arakawa,1936,2010,1991
8590,Shusaku Arakawa,1936,2010,1991
8591,Shusaku Arakawa,1936,2010,1991
8592,Shusaku Arakawa,1936,2010,1991
8593,Shusaku Arakawa,1936,2010,1991
8594,Shusaku Arakawa,1936,2010,1991
8595,Shusaku Arakawa,1936,2010,1991
8596,Shusaku Arakawa,1936,2010,1991
8598,Victor Pasmore,1908,1998,1989
8599,Victor Pasmore,1908,1998,1989
8600,Victor Pasmore,1908,1998,1989
8601,Victor Pasmore,1908,1998,1989
8602,Victor Pasmore,1908,1998,1989
8603,Victor Pasmore,1908,1998,1989
8604,Victor Pasmore,1908,1998,1989
8605,Victor Pasmore,1908,1998,1989
8606,Victor Pasmore,1908,1998,1989
8607,Victor Pasmore,1908,1998,1989
8608,Victor Pasmore,1908,1998,1989
8648,Eduardo Chillida,1924,2002,1992
8649,Eduardo Chillida,1924,2002,1992
8650,Eduardo Chillida,1924,2002,1992
8651,Eduardo Chillida,1924,2002,1992
8652,Eduardo Chillida,1924,2002,1992
8683,Xavier Guerrero,1896,1974,1944
8684,José Chávez Morado,1909,2002,1944
8685,José Chávez Morado,1909,2002,1944
8686,Alfredo Zalce,1908,2003,1944
8687,Leopoldo Méndez,1902,1969,1944
8688,Leopoldo Méndez,1902,1969,1944
8689,Leopoldo Méndez,1902,1969,1944
8690,Leopoldo Méndez,1902,1969,1944
8691,Leopoldo Méndez,1902,1969,1944
8692,José Chávez Morado,1909,2002,1944
8693,Raúl Anguiano,1915,2006,1944
8694,José Chávez Morado,1909,2002,1944
8695,Leopoldo Méndez,1902,1969,1944
8696,Alfredo Zalce,1908,2003,1944
8697,Alfredo Zalce,1908,2003,1944
8698,José Chávez Morado,1909,2002,1944
8699,Jesús Escobedo,1918,1978,1944
8700,José Chávez Morado,1909,2002,1944
8701,Alfredo Zalce,1908,2003,1944
8702,José Chávez Morado,1909,2002,1944
8703,Leopoldo Méndez,1902,1969,1944
8704,Leopoldo Méndez,1902,1969,1944
8705,Alfredo Zalce,1908,2003,1944
8706,Pablo O'Higgins,1904,1983,1944
8707,José Chávez Morado,1909,2002,1944
8708,José Chávez Morado,1909,2002,1944
8715,Louise Bourgeois,1911,2010,1999
8718,Georges Rouault,1871,1958,1954
8719,Josef Albers,1888,1976,1975
8720,Josef Albers,1888,1976,1975
8721,Josef Albers,1888,1976,1975
8722,Josef Albers,1888,1976,1975
8723,Josef Albers,1888,1976,1975
8724,Josef Albers,1888,1976,1975
8725,Josef Albers,1888,1976,1975
8726,Josef Albers,1888,1976,1975
8727,Josef Albers,1888,1976,1975
8728,Josef Albers,1888,1976,1975
8729,Josef Albers,1888,1976,1975
8730,Josef Albers,1888,1976,1975
8731,Josef Albers,1888,1976,1975
8732,Josef Albers,1888,1976,1975
8733,Josef Albers,1888,1976,1975
8734,Josef Albers,1888,1976,1975
8735,Josef Albers,1888,1976,1975
8736,Josef Albers,1888,1976,1975
8737,Josef Albers,1888,1976,1975
8738,Josef Albers,1888,1976,1975
8739,Josef Albers,1888,1976,1975
8740,Josef Albers,1888,1976,1975
8741,Josef Albers,1888,1976,1975
8742,Josef Albers,1888,1976,1975
8743,Josef Albers,1888,1976,1975
8744,Josef Albers,1888,1976,1975
8745,Josef Albers,1888,1976,1975
8746,Josef Albers,1888,1976,1975
8747,Josef Albers,1888,1976,1975
8748,Josef Albers,1888,1976,1975
8749,Josef Albers,1888,1976,1975
8750,Josef Albers,1888,1976,1975
8751,Josef Albers,1888,1976,1975
8752,Josef Albers,1888,1976,1975
8753,Josef Albers,1888,1976,1975
8754,Josef Albers,1888,1976,1975
8755,Josef Albers,1888,1976,1975
8756,Josef Albers,1888,1976,1975
8757,Josef Albers,1888,1976,1975
8758,Josef Albers,1888,1976,1975
8759,Josef Albers,1888,1976,1975
8760,Josef Albers,1888,1976,1975
8761,Josef Albers,1888,1976,1975
8762,Josef Albers,1888,1976,1975
8763,Josef Albers,1888,1976,1975
8764,Josef Albers,1888,1976,1975
8765,Josef Albers,1888,1976,1975
8766,Josef Albers,1888,1976,1975
8767,Josef Albers,1888,1976,1975
8768,Josef Albers,1888,1976,1975
8769,Josef Albers,1888,1976,1975
8770,Josef Albers,1888,1976,1975
8771,Josef Albers,1888,1976,1975
8772,Josef Albers,1888,1976,1975
8773,Josef Albers,1888,1976,1975
8774,Josef Albers,1888,1976,1975
8775,Josef Albers,1888,1976,1975
8776,Josef Albers,1888,1976,1975
8777,Josef Albers,1888,1976,1975
8778,Josef Albers,1888,1976,1975
8779,Josef Albers,1888,1976,1975
8780,Josef Albers,1888,1976,1975
8781,Josef Albers,1888,1976,1975
8782,Josef Albers,1888,1976,1975
8783,Josef Albers,1888,1976,1975
8784,Josef Albers,1888,1976,1975
8785,Josef Albers,1888,1976,1975
8786,Josef Albers,1888,1976,1975
8787,Josef Albers,1888,1976,1975
8788,Josef Albers,1888,1976,1975
8789,Josef Albers,1888,1976,1975
8790,Josef Albers,1888,1976,1975
8791,Josef Albers,1888,1976,1975
8792,Josef Albers,1888,1976,1975
8793,Josef Albers,1888,1976,1975
8794,Josef Albers,1888,1976,1975
8795,Josef Albers,1888,1976,1975
8796,Josef Albers,1888,1976,1975
8797,Josef Albers,1888,1976,1975
8798,Josef Albers,1888,1976,1975
8799,Josef Albers,1888,1976,1975
8800,Josef Albers,1888,1976,1975
8801,Josef Albers,1888,1976,1975
8802,Josef Albers,1888,1976,1975
8803,Josef Albers,1888,1976,1975
