,Artist,Birth,Death,Acquisition
6016,Kurt Seligmann,1900,1962,1944
6017,Jean (Hans) Arp,1886,1966,1945
6018,Jean Hélion,1904,1987,1945
6020,Fernand Léger,1881,1955,1945
6021,Jacques Lipchitz,1891,1973,1945
6022,Alberto Magnelli,1888,1971,1945
6023,Joan Miró,1893,1983,1945
6024,Ben Nicholson,1894,1982,1945
6025,Amédée Ozenfant,1886,1966,1945
6026,Pablo Picasso,1881,1973,1945
6027,Kurt Seligmann,1900,1962,1945
6028,Alexander Calder,1898,1976,1945
6030,Joaquín Torres-García,1874,1949,1945
6031,Gérard Vulliamy,1909,2005,1945
6032,Ossip Zadkine,1890,1967,1945
6033,Giorgio de Chirico,1888,1978,1945
6034,Hans Erni,1909,2015,1945
6035,Max Ernst,1891,1976,1945
6037,Alberto Giacometti,1901,1966,1945
6038,Nikos HadjiKyriakos-Ghika,1906,1994,1945
6040,André Masson,1896,1987,1974
6041,André Masson,1896,1987,1974
6042,André Masson,1896,1987,1974
6043,André Masson,1896,1987,1974
6057,Joan Miró,1893,1983,1976
6061,Camille Bryen,1907,1976,1976
6064,Max Ernst,1891,1976,1976
6068,André Masson,1896,1987,1976
6071,Joan Miró,1893,1983,1972
6072,Joan Miró,1893,1983,1972
6073,Joan Miró,1893,1983,1972
6074,Joan Miró,1893,1983,1972
6075,Joan Miró,1893,1983,1972
6076,Joan Miró,1893,1983,1972
6077,Joan Miró,1893,1983,1972
6078,Joan Miró,1893,1983,1972
6079,Joan Miró,1893,1983,1972
6080,Joan Miró,1893,1983,1972
6081,Joan Miró,1893,1983,1972
6082,Joan Miró,1893,1983,1972
6083,Joan Miró,1893,1983,1972
6084,Joan Miró,1893,1983,1972
6085,Joan Miró,1893,1983,1972
6086,Joan Miró,1893,1983,1972
6087,Joseph Beuys,1921,1986,1982
6089,Sidney Nolan,1917,1992,1972
6090,Sidney Nolan,1917,1992,1972
6091,Sidney Nolan,1917,1992,1972
6092,Sidney Nolan,1917,1992,1972
6093,Sidney Nolan,1917,1992,1972
6094,Sidney Nolan,1917,1992,1972
6095,Sidney Nolan,1917,1992,1972
6096,Sidney Nolan,1917,1992,1972
6097,Sidney Nolan,1917,1992,1972
6098,Sidney Nolan,1917,1992,1972
6099,Sidney Nolan,1917,1992,1972
6100,Sidney Nolan,1917,1992,1972
6101,Sidney Nolan,1917,1992,1972
6102,Sidney Nolan,1917,1992,1972
6103,Sidney Nolan,1917,1992,1972
6104,Sidney Nolan,1917,1992,1972
6105,Sidney Nolan,1917,1992,1972
6106,Sidney Nolan,1917,1992,1972
6107,Sidney Nolan,1917,1992,1972
6108,Sidney Nolan,1917,1992,1972
6109,Sidney Nolan,1917,1992,1972
6110,Sidney Nolan,1917,1992,1972
6111,Sidney Nolan,1917,1992,1972
6112,Sidney Nolan,1917,1992,1972
6113,Sidney Nolan,1917,1992,1972
6114,Sidney Nolan,1917,1992,1972
6115,Sidney Nolan,1917,1992,1972
6116,Sidney Nolan,1917,1992,1972
6117,Sidney Nolan,1917,1992,1972
6118,Sidney Nolan,1917,1992,1972
6119,Sidney Nolan,1917,1992,1972
6120,Sidney Nolan,1917,1992,1972
6121,Sidney Nolan,1917,1992,1972
6122,Sidney Nolan,1917,1992,1972
6123,Sidney Nolan,1917,1992,1972
6124,Sidney Nolan,1917,1992,1972
6125,Sidney Nolan,1917,1992,1972
6126,Sidney Nolan,1917,1992,1972
6127,Sidney Nolan,1917,1992,1972
6128,Sidney Nolan,1917,1992,1972
6129,Sidney Nolan,1917,1992,1972
6130,Sidney Nolan,1917,1992,1972
6131,Sidney Nolan,1917,1992,1972
6132,Sidney Nolan,1917,1992,1972
6133,Sidney Nolan,1917,1992,1972
6134,Sidney Nolan,1917,1992,1972
6135,Sidney Nolan,1917,1992,1972
6136,Sidney Nolan,1917,1992,1972
6137,Sidney Nolan,1917,1992,1972
6138,Sidney Nolan,1917,1992,1972
6139,Sidney Nolan,1917,1992,1972
6140,Sidney Nolan,1917,1992,1972
6141,Sidney Nolan,1917,1992,1972
6156,Jean Dubuffet,1901,1985,1981
6242,Ray Johnson,1927,1995,1982
6253,Antoni Tàpies,1923,2012,1981
6254,Antoni Tàpies,1923,2012,1981
6255,Antoni Tàpies,1923,2012,1981
6256,Antoni Tàpies,1923,2012,1981
6257,Antoni Tàpies,1923,2012,1981
6258,Antoni Tàpies,1923,2012,1981
6259,Antoni Tàpies,1923,2012,1981
6260,Antoni Tàpies,1923,2012,1981
6261,Antoni Tàpies,1923,2012,1981
6262,Antoni Tàpies,1923,2012,1981
6263,Antoni Tàpies,1923,2012,1981
6264,Antoni Tàpies,1923,2012,1981
6265,Antoni Tàpies,1923,2012,1981
6266,Antoni Tàpies,1923,2012,1981
6267,Antoni Tàpies,1923,2012,1981
6268,Antoni Tàpies,1923,2012,1981
6269,Antoni Tàpies,1923,2012,1981
6271,Stephen Antonakos,1926,2013,1986
6272,Stephen Antonakos,1926,2013,1986
6273,Stephen Antonakos,1926,2013,1986
6274,Stephen Antonakos,1926,2013,1986
6275,Stephen Antonakos,1926,2013,1986
6276,Stephen Antonakos,1926,2013,1986
6277,Stephen Antonakos,1926,2013,1986
6278,Stephen Antonakos,1926,2013,1986
6279,Stephen Antonakos,1926,2013,1986
6280,Stephen Antonakos,1926,2013,1986
6281,Stephen Antonakos,1926,2013,1986
6282,Stephen Antonakos,1926,2013,1986
6283,Stephen Antonakos,1926,2013,1986
6284,Stephen Antonakos,1926,2013,1986
6285,Stephen Antonakos,1926,2013,1986
6286,Stephen Antonakos,1926,2013,1986
6287,Stephen Antonakos,1926,2013,1986
6288,Stephen Antonakos,1926,2013,1986
6289,Stephen Antonakos,1926,2013,1986
6290,Stephen Antonakos,1926,2013,1986
6291,Stephen Antonakos,1926,2013,1986
6292,Stephen Antonakos,1926,2013,1986
6293,Stephen Antonakos,1926,2013,1986
6294,Stephen Antonakos,1926,2013,1986
6295,Stephen Antonakos,1926,2013,1986
6296,Stephen Antonakos,1926,2013,1986
6297,Stephen Antonakos,1926,2013,1986
6298,Stephen Antonakos,1926,2013,1986
6299,Stephen Antonakos,1926,2013,1986
6300,Stephen Antonakos,1926,2013,1986
6301,Stephen Antonakos,1926,2013,1986
6302,Stephen Antonakos,1926,2013,1986
6303,Stephen Antonakos,1926,2013,1986
6304,Stephen Antonakos,1926,2013,1986
6305,Stephen Antonakos,1926,2013,1986
6306,Stephen Antonakos,1926,2013,1986
6307,Stephen Antonakos,1926,2013,1986
6308,Stephen Antonakos,1926,2013,1986
6309,Stephen Antonakos,1926,2013,1986
6310,Stephen Antonakos,1926,2013,1986
6311,Stephen Antonakos,1926,2013,1986
6312,Stephen Antonakos,1926,2013,1986
6313,Stephen Antonakos,1926,2013,1986
6314,Stephen Antonakos,1926,2013,1986
6315,Stephen Antonakos,1926,2013,1986
6316,Stephen Antonakos,1926,2013,1986
6317,Stephen Antonakos,1926,2013,1986
6318,Stephen Antonakos,1926,2013,1986
6319,Stephen Antonakos,1926,2013,1986
6320,Stephen Antonakos,1926,2013,1986
6321,Stephen Antonakos,1926,2013,1986
6322,Stephen Antonakos,1926,2013,1986
6323,Stephen Antonakos,1926,2013,1986
6324,Stephen Antonakos,1926,2013,1986
6325,Stephen Antonakos,1926,2013,1986
6326,Stephen Antonakos,1926,2013,1986
6327,Stephen Antonakos,1926,2013,1986
6328,Stephen Antonakos,1926,2013,1986
6329,Stephen Antonakos,1926,2013,1986
6330,Stephen Antonakos,1926,2013,1986
6331,Stephen Antonakos,1926,2013,1986
6332,Stephen Antonakos,1926,2013,1986
6333,Stephen Antonakos,1926,2013,1986
6378,Maria Martins,1894,1973,1973
6379,Maria Martins,1894,1973,1973
6380,Maria Martins,1894,1973,1973
6381,Maria Martins,1894,1973,1973
6382,Maria Martins,1894,1973,1973
6383,Maria Martins,1894,1973,1973
6384,Maria Martins,1894,1973,1973
6385,Maria Martins,1894,1973,1973
6386,Maria Martins,1894,1973,1973
6387,Maria Martins,1894,1973,1973
6388,Maria Martins,1894,1973,1973
6625,Vagrich Bakhchanyan,1938,2009,1987
6677,Eduardo Chillida,1924,2002,1975
6678,Eduardo Chillida,1924,2002,1975
6679,Eduardo Chillida,1924,2002,1975
6680,Eduardo Chillida,1924,2002,1975
6681,Eduardo Chillida,1924,2002,1975
6682,Eduardo Chillida,1924,2002,1975
6683,Eduardo Chillida,1924,2002,1975
6684,Eduardo Chillida,1924,2002,1975
6685,Eduardo Chillida,1924,2002,1975
6709,Saul Steinberg,1914,1999,1991
6710,Saul Steinberg,1914,1999,1991
6711,Saul Steinberg,1914,1999,1991
6792,Martin Kippenberger,1953,1997,1990
6793,Martin Kippenberger,1953,1997,1990
6794,Martin Kippenberger,1953,1997,1990
6795,Martin Kippenberger,1953,1997,1990
6796,Martin Kippenberger,1953,1997,1990
6797,Martin Kippenberger,1953,1997,1990
6798,Martin Kippenberger,1953,1997,1990
6799,Martin Kippenberger,1953,1997,1990
6816,Willem de Kooning,1904,1997,1990
6817,Willem de Kooning,1904,1997,1990
6818,Willem de Kooning,1904,1997,1990
6819,Willem de Kooning,1904,1997,1990
6820,Willem de Kooning,1904,1997,1990
6821,Willem de Kooning,1904,1997,1990
6822,Willem de Kooning,1904,1997,1990
6823,Willem de Kooning,1904,1997,1990
6824,Willem de Kooning,1904,1997,1990
6825,Willem de Kooning,1904,1997,1990
6826,Willem de Kooning,1904,1997,1990
6827,Willem de Kooning,1904,1997,1990
6828,Willem de Kooning,1904,1997,1990
6829,Willem de Kooning,1904,1997,1990
6830,Willem de Kooning,1904,1997,1990
6831,Willem de Kooning,1904,1997,1990
6832,Willem de Kooning,1904,1997,1990
6833,Willem de Kooning,1904,1997,1990
6868,Max Ernst,1891,1976,1958
6924,Louise Bourgeois,1911,2010,1993
6925,Louise Bourgeois,1911,2010,1993
6926,Louise Bourgeois,1911,2010,1993
6927,Louise Bourgeois,1911,2010,1993
6928,Louise Bourgeois,1911,2010,1993
6929,Louise Bourgeois,1911,2010,1993
6930,Louise Bourgeois,1911,2010,1993
6931,Louise Bourgeois,1911,2010,1993
6932,Louise Bourgeois,1911,2010,1993
6933,Louise Bourgeois,1911,2010,1993
6934,Louise Bourgeois,1911,2010,1993
6935,Louise Bourgeois,1911,2010,1993
6936,Louise Bourgeois,1911,2010,1993
6937,Louise Bourgeois,1911,2010,1993
6938,Louise Bourgeois,1911,2010,1993
6939,Louise Bourgeois,1911,2010,1993
6940,Louise Bourgeois,1911,2010,1993
6941,Louise Bourgeois,1911,2010,1993
6942,Louise Bourgeois,1911,2010,1993
6944,Jean (Hans) Arp,1886,1966,1956
6945,Jean (Hans) Arp,1886,1966,1956
6946,Jean (Hans) Arp,1886,1966,1956
6947,Max Ernst,1891,1976,1958
6948,William Majors,1930,1982,1966
6949,William Majors,1930,1982,1966
6950,William Majors,1930,1982,1966
6951,William Majors,1930,1982,1966
6952,William Majors,1930,1982,1966
6953,William Majors,1930,1982,1966
6954,William Majors,1930,1982,1966
6955,William Majors,1930,1982,1966
6956,William Majors,1930,1982,1966
6957,William Majors,1930,1982,1966
6958,William Majors,1930,1982,1966
6959,William Majors,1930,1982,1966
6960,William Majors,1930,1982,1966
6961,William Majors,1930,1982,1966
6962,William Majors,1930,1982,1966
6963,William Majors,1930,1982,1966
6964,William Majors,1930,1982,1966
6965,William Majors,1930,1982,1966
6966,William Majors,1930,1982,1966
6967,Dora Maar (Henriette Theodora Markovitch),1907,1997,1973
6968,Dora Maar (Henriette Theodora Markovitch),1907,1997,1973
6969,Dora Maar (Henriette Theodora Markovitch),1907,1997,1973
6970,Dora Maar (Henriette Theodora Markovitch),1907,1997,1973
6971,Dora Maar (Henriette Theodora Markovitch),1907,1997,1973
6985,David Wojnarowicz,1954,1992,1991
6988,Martin Wong,1946,1999,1993
7008,Gérard Schneider,1896,1986,1966
7009,Leonard Baskin,1922,2000,1967
7155,Robert Motherwell,1915,1991,1990
7156,John Chamberlain,1927,2011,1993
7157,Leonard Baskin,1922,2000,1953
7158,Leonard Baskin,1922,2000,1953
7159,Leonard Baskin,1922,2000,1953
7160,Leonard Baskin,1922,2000,1953
7161,Leonard Baskin,1922,2000,1953
7162,Leonard Baskin,1922,2000,1953
7163,Leonard Baskin,1922,2000,1953
7164,Leonard Baskin,1922,2000,1953
7165,Leonard Baskin,1922,2000,1953
7166,Leonard Baskin,1922,2000,1953
7167,Leonard Baskin,1922,2000,1953
7168,Leonard Baskin,1922,2000,1953
7169,Leonard Baskin,1922,2000,1953
7170,Leonard Baskin,1922,2000,1953
7171,Leonard Baskin,1922,2000,1953
7172,Leonard Baskin,1922,2000,1953
7173,Leonard Baskin,1922,2000,1953
7174,Leonard Baskin,1922,2000,1953
7175,Jean (Hans) Arp,1886,1966,1956
7199,Jean (Hans) Arp,1886,1966,1956
7200,Jean (Hans) Arp,1886,1966,1956
7201,Jean (Hans) Arp,1886,1966,1956
7202,Jean (Hans) Arp,1886,1966,1956
7203,Jean (Hans) Arp,1886,1966,1956
7282,Bernhard Luginbühl,1929,2011,1993
7283,Bernhard Luginbühl,1929,2011,1993
7284,Bernhard Luginbühl,1929,2011,1993
7285,Bernhard Luginbühl,1929,2011,1993
7286,Bernhard Luginbühl,1929,2011,1993
7287,Bernhard Luginbühl,1929,2011,1993
7288,Bernhard Luginbühl,1929,2011,1993
7289,Bernhard Luginbühl,1929,2011,1993
7290,Bernhard Luginbühl,1929,2011,1993
7291,Bernhard Luginbühl,1929,2011,1993
7292,Bernhard Luginbühl,1929,2011,1993
7293,Bernhard Luginbühl,1929,2011,1993
7294,Bernhard Luginbühl,1929,2011,1993
7295,Bernhard Luginbühl,1929,2011,1993
7296,Bernhard Luginbühl,1929,2011,1993
7297,Bernhard Luginbühl,1929,2011,1993
7298,Bernhard Luginbühl,1929,2011,1993
7299,Bernhard Luginbühl,1929,2011,1993
7300,Bernhard Luginbühl,1929,2011,1993
7301,Bernhard Luginbühl,1929,2011,1993
7302,Bernhard Luginbühl,1929,2011,1993
7303,Bernhard Luginbühl,1929,2011,1993
7304,Bernhard Luginbühl,1929,2011,1993
7305,Bernhard Luginbühl,1929,2011,1993
7306,Bernhard Luginbühl,1929,2011,1993
7307,Bernhard Luginbühl,1929,2011,1993
7308,Bernhard Luginbühl,1929,2011,1993
7309,Bernhard Luginbühl,1929,2011,1993
7310,Bernhard Luginbühl,1929,2011,1993
7311,Bernhard Luginbühl,1929,2011,1993
7312,Bernhard Luginbühl,1929,2011,1993
7313,Bernhard Luginbühl,1929,2011,1993
7314,Bernhard Luginbühl,1929,2011,1993
7315,Bernhard Luginbühl,1929,2011,1993
7316,Roloff Beny,1924,1984,1953
7317,Roloff Beny,1924,1984,1953
7318,Roloff Beny,1924,1984,1953
7319,Roloff Beny,1924,1984,1953
7320,Roloff Beny,1924,1984,1953
7321,Roloff Beny,1924,1984,1953
7322,Roloff Beny,1924,1984,1953
7323,Roloff Beny,1924,1984,1953
7324,Roloff Beny,1924,1984,1953
7325,Roloff Beny,1924,1984,1953
7326,Roloff Beny,1924,1984,1953
7327,Roloff Beny,1924,1984,1953
7328,Roloff Beny,1924,1984,1953
7329,Roloff Beny,1924,1984,1953
7330,Roloff Beny,1924,1984,1953
7331,Roloff Beny,1924,1984,1953
7332,Roloff Beny,1924,1984,1953
7333,Roloff Beny,1924,1984,1953
7334,Roloff Beny,1924,1984,1953
7335,Roloff Beny,1924,1984,1953
7336,Roloff Beny,1924,1984,1953
7337,Roloff Beny,1924,1984,1953
7361,Zao Wou-ki,1920,2013,1952
7362,Zao Wou-ki,1920,2013,1952
7363,Zao Wou-ki,1920,2013,1952
7364,Zao Wou-ki,1920,2013,1952
7365,Zao Wou-ki,1920,2013,1952
7366,Zao Wou-ki,1920,2013,1952
7367,Zao Wou-ki,1920,2013,1952
7373,Gregory Masurovsky,1929,2009,1993
7374,Gregory Masurovsky,1929,2009,1993
7375,Gregory Masurovsky,1929,2009,1993
7376,Gregory Masurovsky,1929,2009,1993
7378,Oskar Kokoschka,1886,1980,1952
7379,Oskar Kokoschka,1886,1980,1952
7380,Oskar Kokoschka,1886,1980,1952
7381,Oskar Kokoschka,1886,1980,1952
7382,Oskar Kokoschka,1886,1980,1952
7383,Oskar Kokoschka,1886,1980,1952
7384,Oskar Kokoschka,1886,1980,1952
7385,Oskar Kokoschka,1886,1980,1952
7386,Oskar Kokoschka,1886,1980,1952
7387,Oskar Kokoschka,1886,1980,1952
7388,Oskar Kokoschka,1886,1980,1952
7389,Oskar Kokoschka,1886,1980,1952
7390,Oskar Kokoschka,1886,1980,1952
7406,Jean-Michel Atlan,1913,1960,1956
7407,Jean-Michel Atlan,1913,1960,1956
7408,Jean-Michel Atlan,1913,1960,1956
7409,Jean-Michel Atlan,1913,1960,1956
7410,Jean-Michel Atlan,1913,1960,1956
7411,Jean-Michel Atlan,1913,1960,1956
7412,Jean-Michel Atlan,1913,1960,1956
7413,Jean-Michel Atlan,1913,1960,1956
7414,Jean-Michel Atlan,1913,1960,1956
7415,Jean-Michel Atlan,1913,1960,1956
7416,Jean-Michel Atlan,1913,1960,1956
7417,Jean-Michel Atlan,1913,1960,1956
7418,Jean-Michel Atlan,1913,1960,1956
7419,Jean-Michel Atlan,1913,1960,1956
7420,Jean-Michel Atlan,1913,1960,1956
7421,Jean-Michel Atlan,1913,1960,1956
7422,Jean-Michel Atlan,1913,1960,1956
7486,Frank Moore,1953,2002,1979
7487,Frank Moore,1953,2002,1979
7488,Frank Moore,1953,2002,1979
7489,Frank Moore,1953,2002,1979
7490,Frank Moore,1953,2002,1979
7491,Frank Moore,1953,2002,1979
7492,Robert Rauschenberg,1925,2008,1979
7493,Robert Rauschenberg,1925,2008,1979
7494,Robert Rauschenberg,1925,2008,1979
7495,Robert Rauschenberg,1925,2008,1979
7496,Robert Rauschenberg,1925,2008,1979
7497,Robert Rauschenberg,1925,2008,1979
7498,Robert Rauschenberg,1925,2008,1979
7499,Robert Rauschenberg,1925,2008,1979
7500,Robert Rauschenberg,1925,2008,1979
7501,Robert Rauschenberg,1925,2008,1979
7502,Robert Rauschenberg,1925,2008,1979
7503,Robert Rauschenberg,1925,2008,1979
7504,Robert Rauschenberg,1925,2008,1979
7505,Robert Rauschenberg,1925,2008,1979
7506,Robert Rauschenberg,1925,2008,1979
7507,Robert Rauschenberg,1925,2008,1979
7508,Robert Rauschenberg,1925,2008,1979
7509,Robert Rauschenberg,1925,2008,1979
7510,Robert Rauschenberg,1925,2008,1979
7511,Robert Rauschenberg,1925,2008,1979
7512,Robert Rauschenberg,1925,2008,1979
7513,Robert Rauschenberg,1925,2008,1979
7514,Robert Rauschenberg,1925,2008,1979
7515,Robert Rauschenberg,1925,2008,1979
7516,Robert Rauschenberg,1925,2008,1979
7517,Robert Rauschenberg,1925,2008,1979
7518,Robert Rauschenberg,1925,2008,1979
7520,Joan Miró,1893,1983,1958
7521,Joan Miró,1893,1983,1958
7522,Joan Miró,1893,1983,1958
7523,Joan Miró,1893,1983,1958
7524,Joan Miró,1893,1983,1958
7525,Joan Miró,1893,1983,1958
7526,Joan Miró,1893,1983,1958
7527,Joan Miró,1893,1983,1958
7528,Joan Miró,1893,1983,1958
7529,Joan Miró,1893,1983,1958
7530,Joan Miró,1893,1983,1958
7531,Joan Miró,1893,1983,1958
7532,Joan Miró,1893,1983,1958
7533,Joan Miró,1893,1983,1958
7534,Joan Miró,1893,1983,1958
7535,Joan Miró,1893,1983,1958
7538,R. Buckminster Fuller,1895,1983,1977
7539,R. Buckminster Fuller,1895,1983,1977
7540,R. Buckminster Fuller,1895,1983,1977
7541,R. Buckminster Fuller,1895,1983,1977
7542,R. Buckminster Fuller,1895,1983,1977
7543,R. Buckminster Fuller,1895,1983,1977
7544,R. Buckminster Fuller,1895,1983,1977
7545,R. Buckminster Fuller,1895,1983,1977
7546,R. Buckminster Fuller,1895,1983,1977
7547,R. Buckminster Fuller,1895,1983,1977
7548,R. Buckminster Fuller,1895,1983,1977
7549,R. Buckminster Fuller,1895,1983,1977
7550,R. Buckminster Fuller,1895,1983,1977
7551,R. Buckminster Fuller,1895,1983,1977
7552,R. Buckminster Fuller,1895,1983,1977
7553,R. Buckminster Fuller,1895,1983,1977
7554,R. Buckminster Fuller,1895,1983,1977
7555,R. Buckminster Fuller,1895,1983,1977
7556,R. Buckminster Fuller,1895,1983,1977
7557,R. Buckminster Fuller,1895,1983,1977
7558,R. Buckminster Fuller,1895,1983,1977
7559,R. Buckminster Fuller,1895,1983,1977
7574,Patrick Procktor,1936,2003,1977
7575,Patrick Procktor,1936,2003,1977
7576,Patrick Procktor,1936,2003,1977
7577,Patrick Procktor,1936,2003,1977
7578,Patrick Procktor,1936,2003,1977
7579,Patrick Procktor,1936,2003,1977
7580,Patrick Procktor,1936,2003,1977
7581,Patrick Procktor,1936,2003,1977
7582,Patrick Procktor,1936,2003,1977
7583,Patrick Procktor,1936,2003,1977
7584,Patrick Procktor,1936,2003,1977
7585,Patrick Procktor,1936,2003,1977
7586,Patrick Procktor,1936,2003,1977
7602,Roberto Matta,1911,2002,1968
7603,Roberto Matta,1911,2002,1968
7604,Roberto Matta,1911,2002,1968
7605,Roberto Matta,1911,2002,1968
7606,Roberto Matta,1911,2002,1968
7607,Roberto Matta,1911,2002,1968
7608,Roberto Matta,1911,2002,1968
7609,Roberto Matta,1911,2002,1968
7610,Larry Rivers,1923,2002,1995
7611,R. B. Kitaj,1932,2007,1995
7612,Jane Freilicher,1924,2014,1995
7614,Richard Avedon,1923,2004,1995
7617,Willem de Kooning,1904,1997,1995
7622,Antonio Frasconi,1919,2013,1955
7623,Joan Miró,1893,1983,1959
7624,Joan Miró,1893,1983,1959
7625,Joan Miró,1893,1983,1959
7626,Joan Miró,1893,1983,1959
7627,Joan Miró,1893,1983,1959
7628,Joan Miró,1893,1983,1959
7629,Joan Miró,1893,1983,1959
7630,Joan Miró,1893,1983,1959
7631,Joan Miró,1893,1983,1959
7632,Joan Miró,1893,1983,1959
7633,Joan Miró,1893,1983,1959
7634,Joan Miró,1893,1983,1959
7635,Joan Miró,1893,1983,1959
7636,Joan Miró,1893,1983,1959
7637,Joan Miró,1893,1983,1959
7638,Joan Miró,1893,1983,1959
7639,Joan Miró,1893,1983,1959
7640,Joan Miró,1893,1983,1959
7641,Joan Miró,1893,1983,1959
7642,Joan Miró,1893,1983,1959
7643,Joan Miró,1893,1983,1959
7644,Joan Miró,1893,1983,1959
7645,Joan Miró,1893,1983,1959
7646,Joan Miró,1893,1983,1959
7647,Joan Miró,1893,1983,1959
7648,Joan Miró,1893,1983,1959
7649,Marc Chagall,1887,1985,1965
7652,Antonio Frasconi,1919,2013,1955
7653,Antonio Frasconi,1919,2013,1955
7654,Antonio Frasconi,1919,2013,1955
7655,Antonio Frasconi,1919,2013,1955
7656,Antonio Frasconi,1919,2013,1955
7657,Antonio Frasconi,1919,2013,1955
7658,Antonio Frasconi,1919,2013,1955
7659,Antonio Frasconi,1919,2013,1955
7660,Antonio Frasconi,1919,2013,1955
7661,Antonio Frasconi,1919,2013,1955
7662,Antonio Frasconi,1919,2013,1955
7663,Antonio Frasconi,1919,2013,1955
7664,Antonio Frasconi,1919,2013,1955
7665,Antonio Frasconi,1919,2013,1955
7666,Antonio Frasconi,1919,2013,1955
7667,Antonio Frasconi,1919,2013,1955
7668,Antonio Frasconi,1919,2013,1955
7669,Antonio Frasconi,1919,2013,1955
7670,Joan Miró,1893,1983,1959
7671,Marc Chagall,1887,1985,1965
7673,Marc Chagall,1887,1985,1965
7685,Arman,1928,2005,1996
7686,John Craxton,1922,2009,1956
7687,John Craxton,1922,2009,1956
7688,John Craxton,1922,2009,1956
7689,John Craxton,1922,2009,1956
7690,John Craxton,1922,2009,1956
7691,John Craxton,1922,2009,1956
7692,John Craxton,1922,2009,1956
7693,John Craxton,1922,2009,1956
7694,John Craxton,1922,2009,1956
7695,John Craxton,1922,2009,1956
7696,John Craxton,1922,2009,1956
7697,John Craxton,1922,2009,1956
7698,John Craxton,1922,2009,1956
7699,John Craxton,1922,2009,1956
7700,John Craxton,1922,2009,1956
7701,John Craxton,1922,2009,1956
7702,John Craxton,1922,2009,1956
7703,John Craxton,1922,2009,1956
7712,Louise Bourgeois,1911,2010,1996
7713,Louise Bourgeois,1911,2010,1996
7714,Louise Bourgeois,1911,2010,1996
7715,Louise Bourgeois,1911,2010,1996
7716,Louise Bourgeois,1911,2010,1996
7717,Louise Bourgeois,1911,2010,1996
7718,Louise Bourgeois,1911,2010,1996
7719,Louise Bourgeois,1911,2010,1996
7720,Louise Bourgeois,1911,2010,1996
7721,Louise Bourgeois,1911,2010,1996
7722,Louise Bourgeois,1911,2010,1996
7723,Louise Bourgeois,1911,2010,1996
7724,Louise Bourgeois,1911,2010,1996
7725,Louise Bourgeois,1911,2010,1996
7726,Louise Bourgeois,1911,2010,1996
7727,Louise Bourgeois,1911,2010,1996
7728,Louise Bourgeois,1911,2010,1996
7729,Louise Bourgeois,1911,2010,1996
7730,Louise Bourgeois,1911,2010,1996
7731,Louise Bourgeois,1911,2010,1996
7740,Gottfried Honegger,1917,2016,1955
7741,Gottfried Honegger,1917,2016,1955
7742,Gottfried Honegger,1917,2016,1955
7743,Gottfried Honegger,1917,2016,1955
7744,Gottfried Honegger,1917,2016,1955
7745,Gottfried Honegger,1917,2016,1955
7746,Gottfried Honegger,1917,2016,1955
7747,Gottfried Honegger,1917,2016,1955
7751,Guillermo Meza,1917,1997,1965
7752,Guillermo Meza,1917,1997,1965
7753,Guillermo Meza,1917,1997,1965
7754,Guillermo Meza,1917,1997,1965
7755,Guillermo Meza,1917,1997,1965
7756,Guillermo Meza,1917,1997,1965
7757,Guillermo Meza,1917,1997,1965
7758,Guillermo Meza,1917,1997,1965
7759,Guillermo Meza,1917,1997,1965
7760,Guillermo Meza,1917,1997,1965
7761,Guillermo Meza,1917,1997,1965
7762,Guillermo Meza,1917,1997,1965
7763,Dorothea Tanning,1910,2012,1967
7764,Dorothea Tanning,1910,2012,1967
7765,Dorothea Tanning,1910,2012,1967
7766,Dorothea Tanning,1910,2012,1967
7767,Dorothea Tanning,1910,2012,1967
7768,Dorothea Tanning,1910,2012,1967
7769,Dorothea Tanning,1910,2012,1967
7770,Dorothea Tanning,1910,2012,1967
7771,Dorothea Tanning,1910,2012,1967
7772,Dorothea Tanning,1910,2012,1967
7776,John Cage,1912,1992,1970
7777,John Cage,1912,1992,1970
7778,John Cage,1912,1992,1970
7779,John Cage,1912,1992,1970
7780,John Cage,1912,1992,1970
7781,John Cage,1912,1992,1970
7782,John Cage,1912,1992,1970
7783,John Cage,1912,1992,1970
7784,John Cage,1912,1992,1970
7788,Horst-Egon Kalinowski,1924,2013,1967
7789,Horst-Egon Kalinowski,1924,2013,1967
7790,Horst-Egon Kalinowski,1924,2013,1967
7791,Horst-Egon Kalinowski,1924,2013,1967
7792,Horst-Egon Kalinowski,1924,2013,1967
7793,Horst-Egon Kalinowski,1924,2013,1967
7794,Horst-Egon Kalinowski,1924,2013,1967
7795,Horst-Egon Kalinowski,1924,2013,1967
7796,Horst-Egon Kalinowski,1924,2013,1967
7797,Horst-Egon Kalinowski,1924,2013,1967
7798,Horst-Egon Kalinowski,1924,2013,1967
7799,Horst-Egon Kalinowski,1924,2013,1967
7800,Horst-Egon Kalinowski,1924,2013,1967
7801,Horst-Egon Kalinowski,1924,2013,1967
7818,Georges Rouault,1871,1958,1949
7819,Georges Rouault,1871,1958,1949
7820,Georges Rouault,1871,1958,1949
7821,Georges Rouault,1871,1958,1949
7822,Georges Rouault,1871,1958,1949
7823,Georges Rouault,1871,1958,1949
7824,Georges Rouault,1871,1958,1949
7825,Georges Rouault,1871,1958,1949
7826,Georges Rouault,1871,1958,1949
